Date,Profile impressions,Shares,Engagement,Profile visits,Profile reach,Reel shares,New followers,RowHash
26/08/2024,367,0,0,0,206,0,,e0d9105c9b7f27f737b88feb16f92017676dcdf3e3c2257711d58220d616e49d
25/08/2024,408,0,0,0,292,0,,0d8d2e5be39057d285d98abc2ed07ebbce2b111bf747f7f0f238cafc9d54cefd
24/08/2024,353,0,0,0,201,0,,e17409a17dd062539e294db5b65954495753aa21548e3505155d5ede7d041c74
23/08/2024,234,0,0,0,143,0,,e130afd481faa0b872ec064091442443d5ae37c07d5b5824d3a3a734648e84a3
22/08/2024,242,0,0,0,166,0,,e9dcd1a8dc621fed620dd9289bfffbd70dd937ff7750daef52eb14291cd2b733
21/08/2024,344,0,0,0,211,0,,0f3a00ba4aa7064796add4239404c006e19947bfd671a68099220295c9837b15
20/08/2024,303,0,0,0,181,0,,f8ce9bd19bfd5d4d227f895363f37eebf160043417ec397d8b0608a6d4400456
19/08/2024,326,0,0,0,214,0,,242663c54d66fa46358f55af4369f936a1644412c789061123ef370d99689320
18/08/2024,608,0,0,0,420,0,,e60dfbe1e092425cf57fbaf5783f3c3adef07dbb8c453afd1ed8720dd5c3265a
17/08/2024,635,0,0,0,503,0,,81aab8fcbb9f2a958e134f65c02bd465a7cd451f9a6513cf3389f0bc018e75bc
16/08/2024,1291,0,128,0,990,0,,4e5d82affed4d997985e61f0da34a55a1ae86f18ed8b5c46784a785c27066614
15/08/2024,574,0,78,0,471,0,,643c3346f4e454d9022b1a28a1ad5b644c8c4789420b9359b7496e4107a36abe
14/08/2024,508,0,0,0,361,0,,d711caee747915420d0b54b6bdb862f6f6b8cb4f7a64c3e27ce763c3e1680aa9
13/08/2024,1266,1,46,0,1100,1,,bd75dd12de70b42e1200f6af18fd862b8fdf1713f59f01cf6f4c27426ff4212b
12/08/2024,1203,1,65,1,972,0,,e351d9400fd302ae941540f2431ced781a6fdac2a2ac817a13bcdc7c15b45c72
11/08/2024,1441,1,61,7,1242,0,,53a373be85cf39a8b8033135ae6c599d06fdc428183bdc497ad2110537003722
10/08/2024,839,0,0,0,632,0,,14fd328698f48602ff90df97f92d7bbe84438671b46a5c8c205dbf7c57f920d5
09/08/2024,1620,0,149,0,1232,0,,3668d36e69ec65d96f716e328d17a953f6b72eca619c8e09d577e045c2273878
08/08/2024,1271,0,237,0,1085,0,,81dd1f6eff51fffbc2f24c5c1e4a3a4d75846312ccad21668b7f6fd4eecfc308
07/08/2024,598,0,0,0,497,0,,8f0483e6379eedb65f789af2b83187a55cf5be4932bbde28a3005e39933e144c
06/08/2024,1532,0,53,4,1341,0,,5eb9c3bb7abef3d154a922ec24b633fe2feca7faa83a43b4db74481a63f38804
05/08/2024,2978,2,218,0,2480,2,,1ed74e700c7cbe1f4f4933adb25296eb1a547b125eb74e507a68241243882c9e
04/08/2024,1452,0,15,0,1071,0,,c253f79caf8e0be26fa15f929d02d6807625f1bdefd02d8c3da81b1eba647991
03/08/2024,2277,0,204,0,1497,0,,0c518c25e1bff777ce2a3dcdb6dab818ae0c9d9b3b0551a6cb53dd8e6e7b07fb
02/08/2024,5030,9,438,0,4010,9,,2701206c1051403a4af40be8a72e81ade4d096ceddbff6c799c6c87935461079
01/08/2024,1295,0,94,0,1010,0,,2dbf359d5f703de665884f156bf124e5bd27885728a40b9ce3a6cb124c447b96
31/07/2024,1156,0,21,0,917,0,,936a55a8755062370c9890c10fbb9996efaaa9a6f4db236e810073cbca4833b7
30/07/2024,1639,0,0,0,1432,0,,0ef587a10c6652d52e0e8d50ab318bc8557b144e48d2d21f8f61363a1505bc36
29/07/2024,7248,5,262,28,6420,0,,7e4d21acae7c50e8dc2f9498ef3b3c0816a42b2110d54d87f6f54b108d349e24
28/07/2024,11127,0,749,0,9545,0,,ba93453762aa15bc4a618a520fbc022806ebee2b91300b97a65a4d1f25c295ce
27/07/2024,25865,0,21,0,23293,0,,18ef2640a52db1145db0e9d633efdb57870fdce3880f3cdb71d1aced54793596
26/07/2024,16071,0,179,26,14660,0,,8dbc4b91a1f25780aff2e0c7ef0f7504ec9d4c9dde88ee043b4cdb427057a4b1
25/07/2024,17327,0,143,0,15664,0,,bc06acc94db067bbd713d8981e4a0aba8a1ffa79b848d016a8f6e3217cc0a91b
24/07/2024,19048,0,0,0,17136,0,,cf8efbbe4a53336c72a1c79bcc7f3d760e95caaf282a0c438fedf41a4b3d8ce3
23/07/2024,8718,3,68,0,7617,3,,409c5ccd51f006270e99246ec8fa3072ee422e82a00b06ad3d4c9e668554b07e
22/07/2024,4032,0,56,0,3450,0,,26f40464e24126b6339fbb822101d682fcdc91ef651d02a883a884be7bdf0f2f
21/07/2024,2724,5,98,4,2118,0,,34c4ecd56be697624e9143e58d59534b03ec4ea6b03e7995d093d8b9eb14a1d1
20/07/2024,1113,0,173,0,823,0,,582b9664c60431499ef2af8065553b045e811f760708263573559ac58dc5f5a3
19/07/2024,1120,0,37,3,1003,0,,1adb13068e36ca188471123cec2cb0074b391e12f3e655ce0f55d86e391d5510
18/07/2024,1198,0,70,0,1028,0,,1d4b624d8044d13c53f34d503681679bea618653fc4f658603cb5df9e6b0c4eb
17/07/2024,570,0,0,0,431,0,,cc05b7a4c358b48f2c6060416347819d8b89869463ca0764df85c9f6276f40a6
16/07/2024,1280,1,55,0,1005,1,,57f8bea39ed10644c8e198c7261560bb8f5ba3e6f3d648cceb8cec796fa09518
15/07/2024,900,0,15,7,730,0,,80ac5c8276d5601e65e1e18a3460b14e8dc27d57100d37cad38138d559bddb76
14/07/2024,755,0,0,0,623,0,,bc03d9e21176dd0dfe805942120ad9f47cd0a440573c8440330db94b6bf8b640
13/07/2024,1471,0,49,0,1198,0,,7fb18a984fddac3fc366b7cbd3ee458a6a899e299637d5d3058608600b3bdb5c
12/07/2024,1314,1,101,0,1155,1,,d215f7b30d9458dfb472331cfe08778cfe050ee4c404f52f69c39acb08e93b2b
11/07/2024,785,0,0,0,623,0,,c73f8df2c5b30add865df4f89b9e070e5086c3a75f9c9d8beea780165b661056
10/07/2024,1731,1,38,6,1535,0,,5ad5fa19407cc3ac4fa89541e00a346d7db3e66801737d9efbe25de63c41ca0d
09/07/2024,2659,2,126,0,2066,2,,0aeafff4696399633aae5f123254463002ba1089ac49ee0e75c76dbdf283f076
08/07/2024,2485,0,157,29,2009,0,,e82fc53c73c6d50d910454758162329b5377e940ef058ccf020dd0989478064d
07/07/2024,2005,0,11615,0,1558,0,,fbc6716538284455fbeace6f4f13a5e4e63baa8fc7cfdaab377c8865764f1457
06/07/2024,1440,0,116,0,1071,0,,17b4792ca2715f792413a9c275891ff32cf0d7f72a8fc8dea82e7e55808f37f8
05/07/2024,947,0,27,4,783,0,,f506419d7c2d2cc0301acf9d948172395f21ddf4adb2eb3351aa288a8e687b7d
04/07/2024,659,0,0,0,529,0,,7239f340a9cd610bc22ae46553aba54e98125ee3d806a129f721bcb1fd062b4e
03/07/2024,1116,0,10,3,940,0,,662bc383b4d900da37c6c6548d0cc08ad7b695ad7cf46a8622b69ed3839fc780
02/07/2024,2302,1,104,19,1961,0,,66e87908c0af10f67441f3aa4466b06c1437d85a24750cdc912090126479158b
01/07/2024,1489,2,32,0,1245,2,,f880db0bf758d4a1b86b60c4730b5f5e03c105713fa20af9e44331edaec122cf
30/06/2024,1243,0,20,0,961,0,,6763f0d9d77a023043805b7ab2d06c999e7c694c7ccb11e67a1aa43ae0962a7e
29/06/2024,1253,0,8,0,1019,0,,9849e7ddca428fea6cca50be0b4ab0cbdadbcf711a6726620d88ff209b94dd22
28/06/2024,1116,1,31,0,864,1,,eca22df421a826b140975f90b73b0414ec4724bc1c28ff6502257be83c54a019
27/06/2024,4232,0,20,4,3555,0,,9f0603bd69743d09094bfee5a0289784c0cc0d21a622fc3eb18b45ed73a59644
26/06/2024,6421,0,34,0,5550,0,,643aab574e956463c4403ef0f704b16bbf1466261ee8f0ebf2d638c886316ddc
25/06/2024,5915,0,22,0,5195,0,,9e1c9cbe25e9006fa55d48c6316f3b1ac85494068d7be862d6ff1717f3fa3370
24/06/2024,6298,1,42,0,5737,1,,105b2a69a6d6cfed0d622c9f4a9913251cd7e83721e5f91641009aa46dc92306
23/06/2024,6205,2,172,0,5347,2,,fc9b88198b70a209857d62e416e8905112ae4772672c43f1d6715d1411137458
22/06/2024,10218,0,44,0,9233,0,,b1b6d7e97fd8a5cf2404d29dbf835024b4b31d8f73f2731f05f2d38e71e8e241
21/06/2024,13592,0,283,0,12033,0,,92b9342ce892ecd59ab240e7c5a42172273ebe74389cf06e49db35c4f1812ed1
20/06/2024,8350,0,55,0,7268,0,,9bb67fedfe198765563945a85daa6c0328cd078d6a06c3b69e97f07b1ae62160
19/06/2024,5092,0,22,0,4251,0,,c8b4f10413fdd51d48814d569fa85dbffc32e3b6536a52b935b4fbdf30ab37d2
18/06/2024,5673,0,38,0,4523,0,,1e1d46207363204845660f70ae1714633cce466499bce50d5359549655688d5b
17/06/2024,2793,0,0,0,2398,0,,ed8a0bc6275383f2cfa0a770ee69544ba17e17cb0d690fe5381495ce577621bb
16/06/2024,1603,0,9,0,1273,0,,21e8d8c796d86d11d80432f8ab0977aaff4477c692adc29a2fceca964e8cbc37
15/06/2024,1989,0,112,0,1355,0,,16cffa02e3eef7a5c4671f475741b6cdebf2992ccc52e4715293d471c357bb5c
14/06/2024,1203,0,28,0,873,0,,21fb21971b30c91018d4cce66241dc7a1c0755178724c8ad5c51e1d9c089cf7f
13/06/2024,1937,0,151,0,1474,0,,f94230ea24bb6f6a6469662816b033b54d9c6d62d26a315372b5f4e237efe037
12/06/2024,1880,0,0,0,1440,0,,ac14aa45275bacf5b91204ccca572ac14c5de44f380f7605b94bdb2ce93c150d
11/06/2024,1071,3,43,4,881,0,,5e646da66635d934f08e28d7e170ecef5d92eb78576957464d1054451806a1e1
10/06/2024,1603,2,62,0,1262,2,,f4dc424791f6ab76a3fe3fa8c37c52762e127a12ec4a7033cd1a8106d1d9c62a
09/06/2024,1438,0,107,0,1093,0,,418252de5f54b036b0d203fc6bfb0ed6f71e09657c9936a154da1e71e2758604
08/06/2024,1351,0,93,0,1115,0,,26dea8310d36b2842fca9d6351737b656303cf3cb9ee483e3cf9925abd566435
07/06/2024,1498,0,35,15,1269,0,,0890f744380870511d77721e022e5f60377def15d6e5e59af7eb9af542e19714
06/06/2024,1663,0,40,0,1432,0,,ad8ea7159daa7430b3128d8937cfe4643f10798a16d3f8881cabdbc194494200
05/06/2024,1367,0,6,2,1093,0,,d4e94380825fbad51929d3a9c238f1437ce73f2912339f86e4ccee5c5fef3bbb
04/06/2024,4083,1,401,0,2711,1,,4a9394ee4f09ee45f4a474e287dcb525055f3a60d7e24cbf91e6babf75a3935e
03/06/2024,1650,2,29,5,1286,0,,b6c16a2f34409c3b6507ef3b0020739d4470f302bbe13e7a6c6625fc7eacd629
02/06/2024,2409,0,169,0,1730,0,,5f934139ed1504c3cef1163b00f35469b8f50bbc3629cc61ad14eceacd353105
01/06/2024,2895,0,4101,0,2082,0,,068d856b511d299f036bcc80794d1005211fd3848be89f647ae78d95dce0bad4
31/05/2024,1200,1,50,5,940,0,,e8d121e73d883ff9870fac8b220a7df5b94a5b9fda2bbe3aaa99c5739d5099cf
30/05/2024,1193,0,53,0,995,0,,303c7107c00c8bb769f1c02228820ddc15f1429d40ec2d7be978e3cf876f657e
29/05/2024,3308,0,114,4,2222,0,,5a5636a95a2a5b201c07b56709fe4dc7995e9b0a56becbc36a601b8bb5d8f9d8
28/05/2024,1022,1,17,0,872,1,,b768863d987efd45b55c8c34f2be5ad76eafdb3382f08d76eed25f850660ed02
27/05/2024,1652,0,31,4,1227,0,,7949e0ade54abfc270de937a6f3f22c80bf527cc9355f366b8f6d16c5a0dd814
26/05/2024,2057,0,200,0,1470,0,,b1d4486085826cf5407d457f2418b34725997e1a2fc40da960db0705738aa2e6
25/05/2024,1054,0,54,0,760,0,,d646159287763b759c1c55285880a7dc79eb66d963a3040b0155c641064a52c2
24/05/2024,878,0,32,2,706,0,,1919a98331e322ba693cde4015930f60a0f048b7c3e832f6dfa28242286959c5
23/05/2024,1141,0,30,0,945,0,,fbcc6c9e045faaab8a377f1d00ecd3f27e867102b6a089ae19f48de91abbe281
22/05/2024,1402,0,29,3,1126,0,,43b6f1373ed717324939a4caa7cacdb52c62b731cafdb659c93c4d5528efbcbe
21/05/2024,1963,0,84,0,1593,0,,e1fe6ba3c990610ba261df8df489ff7f51ce34eb07eb3aee7b1ae4787c697b2d
20/05/2024,1853,12,190,20,1634,0,,24222eb5fb7a012bd264a54ec5f80fe89d7452d9c1b17334f6b75cd73bced4e6
19/05/2024,1024,1,20,2,814,0,,7adc79e444d0ea8f8c89ff6afcbf5e5978ca3456190d44994a793d04b5a258dc
18/05/2024,1294,0,20,0,1068,0,,fceed4203b6f2d788e2423febd8d46931b5535f9219dfcc512637bed93c697d3
17/05/2024,1511,0,18,0,1326,0,,27220910f47bee9c7fa6931432b53cce45f7d7521bbd4ae65ade3a62638ccb31
16/05/2024,1854,0,76,0,1382,0,,8adc210364fea773c284e3085bf109e2658cffdf8bfbe9ff3399f98cc9e308a5
15/05/2024,1520,2,54,1,1177,0,,49592c4d21262254f0511364d5907b2c1fea65d3b00e073a184788f2818b40d8
14/05/2024,1178,0,24,0,883,0,,5577ba5982ffe92b9855350964974e7ac823c7724f72f22da8e5899439004161
13/05/2024,1870,1,70,10,1458,0,,8927c31f98203b353456cdbc79aaec77c4d5249fb90673c137440819c908f02e
12/05/2024,2454,0,203,0,1753,0,,745d1b388a727fcb26b3adce29bdb384003c718af2c0d9cfda1c628c2993e12c
11/05/2024,1993,0,58,0,1569,0,,f2ab0abf6461c499705bf7df6e2284b23251b31ddf9edc6171ff097e236e7b6d
10/05/2024,2121,97,791,67,1735,0,,c45b3b94e8153bf327fe5cd3007cbf615c77e3b332eaf14a79fbf53a94dae9de
09/05/2024,1219,0,35,0,1011,0,,8612c230fd49a04a9a421d958d13ab15bdf228727058a18d19ec0aa12c139f44
08/05/2024,1752,0,14,9,1303,0,,71997a1bc9aed97933eea3fceb3ee18a93f31da788b5adfc33379f474e865e16
07/05/2024,1812,4,103,0,1240,4,,922a03a6581df8a0c996f82f54da6a1ca82779e8d8e9b5ac505014dcf7e32064
06/05/2024,2185,0,56,20,1512,0,,06d0a3adbfae0d09746812e6ddd3c20a16b7db109a37c64e5035f7641e8dea6e
05/05/2024,3760,0,41,0,3187,0,,85461e7b19c91026f9b0f83a7ce8fe7d3802c0c80ab1f18d4231ffc139c521b5
04/05/2024,3907,0,39,0,3259,0,,90320d115a3f4db16f5529b6756d723178a028de47fbe457d24c6e0b3dbe1def
03/05/2024,4263,2,92,0,3391,2,,3cd9014957b93f6617bcaab502bb85275faca88a5a6988af1571be0c8f0a78bd
02/05/2024,3831,0,218,0,3145,0,,42839d5b8dfcda0316c11b79c3749f65f22096d9e6c00e310f5c8e976495cc54
01/05/2024,4345,0,164,0,3690,0,,6b24e099860e9200951afffdcfcde36f7d155a51cbbba56b58946b82294c1dec
30/04/2024,6235,0,209,0,4816,0,,77b16aab72ed16d9035103b446720fbd7826fc90e3d7c0c0e54d3afb87920626
29/04/2024,6817,1,314,0,5498,1,,f25fb16786476df23219c5be1efddfbd80a57a7ebb41d3ba47a5165e25cc8523
28/04/2024,8028,3,329,0,6696,3,,80f19c4e210085b9fac82eaeab1bbc57587d798caeb9ee5917f2058d9c5d002d
27/04/2024,7212,0,278,55,6474,0,,3bee6e2bdf6fc0581347721b2502a9b6d92d1c0d983ea8a9e4b5e49746aec9e0
26/04/2024,5012,0,17,0,4391,0,,b7075ecc2a5ad3edc0090704454f017662fe91ca72d387c74e124eeed7f52bf9
25/04/2024,4156,0,12,0,3690,0,,d5d32db5b068d52659353eeec37bd8c9f10a6996cd44a6c8d66bb4a89f299715
24/04/2024,5743,0,0,0,5199,0,,de572f85a13b0f5ae454cd982f5b017970f3db381ad3b006371d7e1eb38d909a
23/04/2024,7728,0,147,0,6637,0,,d3f7a08789f5490f7cbc43cb4d4e194acb8171d0d845cb0089d832dbb1018725
22/04/2024,11343,0,5,0,9890,0,,18de872db456249f71b9fc80378bf1b69b41efd952bd5e0f4b15e3043f29c8e7
21/04/2024,11996,0,176,0,9951,0,,f43937319a3db6561894502f42b02bbc5ef1d521979f0474fdff038c785345e7
20/04/2024,12096,1,238,0,10051,1,,76b9354e655fb57bef1c9c0ce2e7ecd105b3b307244b862e2c85432102ac5a77
19/04/2024,13651,3,395,64,12074,0,,1e4f2076fc495d9eb4e0a1e2d3bcf2b890286de06e34e32fc96e81e8348c41f4
18/04/2024,7409,73,985,36,6644,0,,011d288b4b52622bc9821128e764cac0f8272e05d8f903e375e31400ca958840
17/04/2024,1818,0,205,0,1444,0,,a243fc223e369e7fed4e7ac6108858c9497db6714a7f3ddf14cea4472f8b5e8c
16/04/2024,1802,0,94,0,1434,0,,11463ca03a7dee0dfcc2f893ecc3e3f96a08949f9fb716d2f6aa5226e50bcb6c
15/04/2024,1357,0,14,11,1056,0,,a3088f68fa4c24bb5e5153ae687c8a88c65e00987c914196b3cf1c2300b09a66
14/04/2024,2535,0,15075,0,1842,0,,02c246bee6d2e643dd1d03096967891db78d643a9309440c98d9a97c0b0f9898
13/04/2024,1519,0,140,0,1061,0,,3fb2c0fdc218a7e114662f2e994a9124c9e416812c3e15ecf2c6eddab0c9471f
12/04/2024,859,2,42,3,613,0,,7fa26e95d5b36c04d90f04bd0f080c6eecd0b77e4c2aa276cf264b075bf9e220
11/04/2024,902,0,21,0,647,0,,0a33e7fdd9a63d5dad2fe71a9d5dd2c1fdc88a418fa083e7f3e133dc85a1b92a
10/04/2024,1451,4,260,98,1166,0,,b11cba687f5a5f405793bd5af390b04fe9bc1178131ee19a7aa7ddee7321b90d
09/04/2024,3145,0,583,0,2447,0,,6c733acb9aadb8b50bfdc6f5b11f35b1de5ca68d3e475dbe936d62e223d1c5a9
08/04/2024,735,0,36,0,451,0,,5e0c8ba30a5fb7067df17c0c4dea5f5d844bc67e4556864501bed303258bf5af
07/04/2024,1155,0,78,0,854,0,,add77d32fcf42b3720ff59fab8f605c347f3b900ba20cc6671ef0c7f53706d45
06/04/2024,958,0,24,0,664,0,,1b6e56b55108774fed83892db27232f28779c2bfe52ac12491034525bff56744
05/04/2024,1106,0,37,0,760,0,,0359db9e4328abc2c7e4b08529bceb5575fcaf9af63d73cee216435365188a19
04/04/2024,782,0,30,0,552,0,,a2bf5365e00ae1aa853f47d1fa010db6a41cb4fb3aff495183c14caaa8f860b1
03/04/2024,1553,0,135,0,929,0,,eb034114d145fa2c43ac8a76e80b0a9253833db7ac22459f4eaa58ac15c0166c
02/04/2024,777,0,10,6,479,0,,e4ee63b00155a0a2c7b5f5fff3c022b848aae5f554bd53b610e983db38c71b2c
01/04/2024,1332,0,15,0,741,0,,1892b4e347b81e575e2567ca47435aa71231896346e14ef47a8907ecd507f771
31/03/2024,2401,2,82,0,1290,2,,1ce8b00ce0c07f2472044447968750f82b8c1f8f1e4c5af8ed287fdfddd9c0b0
30/03/2024,1313,0,17,0,804,0,,3f7648b16da98631b853ec1d410b87e4b3f0747eea66f9a1821b737e517e5c6e
29/03/2024,1490,1,66,0,854,1,,058e85f1c96f662ed1f85ed259cebae82bca5493b38451f0b697b5e398be069c
28/03/2024,957,0,16,2,636,0,,fe64cb59cf2a4307c28cb11dee452517d18ed22aebfdfeab345095c1b6379f7d
27/03/2024,1356,1,25,4,863,0,,09e1ad6a70cf9c614410bd9f113f2061aab83a4c637bfe82a04d1158286ce720
26/03/2024,2453,2,66,2,1388,0,,796fff9ce307747fe00f2db4959946f77075cd6bb490d2059349c7bf4a9a50b2
25/03/2024,2924,1,49,3,1505,1,,4fd2b068ff63ce2b1ade397ec57bfebcce181f7d7a188fb9cd90b118e08b80c9
24/03/2024,3974,0,41,0,2121,0,,ad6f0cb976920a12edc51abd05bfbe56bd092c7352ca8cd71d2097e3b744247e
23/03/2024,6104,9,518,24,2667,3,,86940b2670335337e9358577302bae34e21a5e996f0d73ee1389634e56da1785
22/03/2024,2767,0,47,0,1316,0,,cf9422b7a40fd9fa18d8c7182851298e148d5446ff61de9ef1278c6eba9aa442
21/03/2024,3124,0,25,0,1382,0,,8c352bffa19139e4bcc425b9ed3559882ebaee82bd431173d210b648c1856f8a
20/03/2024,5541,2,119,2,2711,1,,c765676dc6427a14a916bbb20ec61e7560bcc77c8ecdd16963f5ffa8f0bb774f
19/03/2024,7855,0,250,2,4859,0,,0e6df3acccd4ca381ddf1b40553b140423dc281924180bc0752a54e11a7b81b4
18/03/2024,8455,0,89,2,5722,0,,162697b4eea9d715b76645b1e25d0dff5fc5900de2c1bfba57c396e8717bd264
17/03/2024,9898,0,141,1,6056,0,,3f941974b265697d10d24399e68691b6f7930af6f92af4c20c89801fc8a86183
16/03/2024,8849,0,162,0,5725,0,,789b5f6ea6e4fe8f5ab89d32eb2061836bc744b03248e1214daa015a98960424
15/03/2024,6272,7,190,2,3471,5,,00f11381c93554aa504417053ee9acff54c412d25da8291ccfac42337c072f05
14/03/2024,4219,0,156,6,2066,0,,83a2e96bea0892893a53557b3c27e12e72889629c70c39c1eddd0b5d31e84861
13/03/2024,5990,1,101,16,3461,1,,07c0bd33d7de700a80e2b8e7a78f916a6b3dd7caeded9616a2198b25aac3efba
12/03/2024,6599,2,79,0,4097,2,,3a86c74ba8f361b48be68de315f8dbf0e14e12254aaf5cbedc4f83f4ff98a832
11/03/2024,8445,2,135,21,4724,0,,d7bc7ffce000f8685dc7d019eba9df4d19e12c4f4ffc5669891a4e9a8c8abaa4
10/03/2024,6590,1,230,23,3444,0,,679c5352976edc288a9ef6f19587915fe87b9dba424a0ead76bb9dced9a88c3a
09/03/2024,6208,0,188,1,2925,0,,052db8de33a24a674a82a7744a56617249da3a75e4c903d4a9f31f6930382a2b
08/03/2024,3718,0,84,3,1969,0,,534b61bdeac736fb6308f7ffb1a6fe85146a5ec94927e11f69c49f33521d8a21
07/03/2024,4238,0,237,6,1943,0,,703705ef8772404818130bb29648cabaeab1049a0f513585f7817bf0e9ac4f6f
06/03/2024,3595,0,177,2,1700,0,,c86fdf77c0e8454eadce7d346676795e249c9e4c6b2be127782e0022455de166
05/03/2024,3624,0,61,2,1735,0,,6a1b70b7fd7440a1c99576dff53f9568730562cb9cd7ef6f1b760bd35441a70c
04/03/2024,3521,0,178,11,1892,0,,0ef4f5a092da07cbfe55ef784d5d8c95e6b16e398725075bda9a44d55a9e9585
03/03/2024,4539,0,64,1,2085,0,,d1330469d530a7adde47265e7a93e30e268af81b53a2063471fce0d7cc94a63a
02/03/2024,5740,13,296,11,2467,3,,55435052f271abee7f24441f7e1cbfa7a1d23830010fa706cce8377640d6a74d
01/03/2024,5781,11,409,12,2552,0,,4d86efc560f9296e27561b011d1d04fa0ae69b0250ea16228e341abb8476a7cb
29/02/2024,5735,2,170,4,2681,2,,1f347b2243a4620eca3aac9b4871c2a5984fd8a3dc062f7a133c0e54cf9f3fbb
28/02/2024,8033,0,484,5,3612,0,,482f7bc91e533c06c5e158453563744fbd5c0865aab627bfb127814af1f78360
27/02/2024,6652,6,283,15,3206,2,,75bf47a6f69aea37945cdb410e350d0df61986b6866b50da450e25c4ea36e2aa
26/02/2024,8876,5,398,16,4551,5,,59c123c156579948b1a789797466e599af659b11ef8e5c4c29ae7412b0776825
25/02/2024,8741,1,231,0,4219,1,,9987bbffdc60c29fd0e6b5672ab46c1cef292098308c1f7da08c62f1eb108d71
24/02/2024,7202,31,432,18,4061,0,,58b36d5c0b6e8dacdaef1e77610d25e9afa3f31b9d137697730760cfa63e113e
23/02/2024,6988,1,192,6,3527,1,,
22/02/2024,6961,0,114,3,3854,0,,
21/02/2024,7122,3,149,2,4227,1,,
20/02/2024,8570,1,268,17,4795,0,,
19/02/2024,7939,0,186,1,4127,0,,
18/02/2024,10036,7,582,8,5349,7,,